symbol,scan_time,market_provider,price,mark_price,funding_rate,oi_contracts,oi_value_now,price_change_pct_24h,high_24h,low_24h,volume_24h,rsi_1m,rsi_5m,rsi_15m,rsi_1h,rsi_4h,rsi_1d,oi_value_1h_ago,oi_change_pct_1h
AAVEUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,96.76,96.76,2.8e-05,12732890,12324164.231000002,0.74,98.47,95.61,17154590.1214,61.88,52.76,51.73,49.46,52.97,48.1,12059259.680000002,2.197
HUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.17828,0.17828,0.000527,4233738,7549178.2277999995,26.71,0.1852,0.1365,16401811.4684,39.13,54.16,62.73,76.0,70.05,72.32,7816527.3263,-3.42
BCHUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,452.38,452.38,8.8e-05,2333439,10549244.3751,0.86,454.16,442.59,15433496.811,51.5,64.9,67.51,65.5,52.21,50.73,10509704.5837,0.376
USELESSUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.03953,0.03953,0.000127,4636853,1832484.3056,0.12,0.04065,0.03843,14742851.3246,42.94,48.81,53.89,48.33,43.03,48.12,1832552.6752,-0.004
XMRUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,380.4,380.4,0.000491,7196848,27386885.3792,-0.7799999999999999,385.99,373.16,14148741.9236,58.42,54.87,50.79,48.94,50.92,58.68,28404392.2582,-3.582
IDOLUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.02354,0.02354,0.004633,660390,1556539.23,5.140000000000001,0.02391,0.02129,13500435.746,48.7,52.28,61.31,63.07,56.22,51.19,1553864.0350000001,0.172
BSBUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.83734,0.83734,0.000687,1006279,8472466.6684,14.02,0.88599,0.683,13312229.209,41.79,50.45,56.4,57.58,61.92,88.19,8183733.3256,3.528
RIVERUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,6.211,6.211,-0.000423,5510208,34240432.512,-7.539999999999999,6.748,6.106,13084215.26,47.53,45.27,44.01,37.87,44.48,37.86,34336824.080000006,-0.281
LABUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.65385,0.65385,0.000108,1003819,6567285.043699999,4.590000000000001,0.74323,0.62044,12983019.227,49.35,34.31,33.48,41.16,44.23,58.74,6654938.7791,-1.317
1000BONKUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.0062518,0.0062518,0.000214,783068,4895897.749600001,1.6400000000000001,0.006294,0.006104,12389012.952,62.82,52.81,57.96,57.35,50.55,53.63,4980264.9364,-1.694
CROSSUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.10268,0.10268,-0.000318,756098,776512.646,1.8499999999999999,0.10626,0.09609,12032176.9506,50.89,43.96,49.36,52.26,45.4,58.32,794516.983,-2.266
XAGUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,73.06,73.06,0.000222,41773883,30519998.919800002,-3.16,76.14,72.03,11708926.6054,42.02,40.78,46.62,40.7,36.27,41.12,30528144.3792,-0.027
CUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.07539,0.07539,-4e-06,2839818,2141222.772,-1.06,0.07829,0.07438,11707742.8092,52.39,53.84,50.68,45.42,40.97,49.58,2132425.0999999996,0.413
ZKJUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.03251,0.03251,-0.017105,6175230,2034120.7619999999,140.22,0.04993,0.01326,11647687.1804,67.22,69.04,57.47,61.73,71.45,74.42,2087973.3797999998,-2.579
TRXUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.32262,0.32262,-0.000138,549937,17741517.557,-1.02,0.32635,0.32226,11214712.166,32.19,35.06,37.42,34.66,38.07,50.9,17810975.490000002,-0.39
ZEREBROUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.01961,0.01961,0.000118,82340477,1613873.3492,15.43,0.01999,0.01673,11097713.46436,54.92,52.49,56.23,67.13,65.86,70.29,1599816.386,0.879
TACUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.012891,0.012891,-0.000698,6770531,8745494.8927,22.14,0.013457,0.010277,10796999.1002,44.07,41.7,50.15,68.46,75.32,91.01,8831728.7847,-0.976
VELVETUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.11548,0.11548,0.002377,1440900,1667121.3,-4.33,0.12224,0.1119,10733608.4678,54.59,55.47,51.98,49.86,59.79,68.01,1625264.511,2.575
TONUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,1.3012,1.3012,0.000178,22938002,29842340.601999998,0.35000000000000003,1.3158,1.2865,10532335.034,44.24,58.3,57.55,49.97,42.64,45.55,29899134.456,-0.19
HBARUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.08909,0.08909,0.000188,13896736,12380602.102400001,-0.13999999999999999,0.08985,0.08815,10483625.3348,38.27,45.31,49.88,44.86,40.02,47.36,12376355.1821,0.034
MOODENGUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.05815,0.05815,0.000285,7473325,4343496.49,1.94,0.05901,0.05667,10323478.3194,49.71,53.41,56.41,53.55,50.32,57.74,4348870.2652,-0.124
FARTCOINUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.2081,0.2081,0.00069,42353826,8818066.5732,6.61,0.2094,0.195,10182100.3104,58.52,66.18,70.53,68.86,58.72,55.61,8881836.3594,-0.718
TAOUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,256.35,256.35,0.000144,8844409,22660260.298899997,4.1000000000000005,260.4,245.4,9949131.626,43.72,42.41,52.37,62.94,61.23,47.81,22178003.9022,2.174
LDOUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.3887,0.3887,-0.000252,103950165,4041582.4151999997,-2.96,0.4162,0.3841,9529507.89734,41.8,45.8,48.0,42.96,47.52,54.03,6253213.6728,-35.368
CHIPUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.07127,0.07127,-0.000803,1267052,9015074.98,-5.800000000000001,0.07932,0.0689,9526945.278,47.56,55.4,53.71,45.18,45.94,,8953800.600000001,0.684
SOONUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.17212,0.17212,0.00125,33038082,5677924.77252,-0.09,0.17852,0.16451,9245111.8384,39.28,46.88,44.57,46.1,42.51,53.72,5769975.73828,-1.595
TIAUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.3656,0.3656,0.000198,9609560,3519020.8720000004,4.78,0.3769,0.3477,8964502.7304,58.4,51.39,55.31,60.86,56.14,55.79,3591159.7086000005,-2.009
BASUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.013623,0.013623,0.001193,8470397,1158411.4937200001,-2.25,0.016079,0.013203,8588710.96598,72.3,57.72,47.6,44.09,44.98,57.98,1096320.1288,5.664
INJUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,3.587,3.587,-0.000205,1741963,6255389.133,1.78,3.66,3.474,8567998.112,61.34,67.82,63.33,52.23,52.3,63.78,6314615.496,-0.938
BNBUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,624.1,624.1,0.000156,4192582,26164646.487400003,0.02,627.54,619.06,8517711.4474,57.1,56.83,56.69,48.44,42.83,49.28,26158168.640800003,0.025
LUNCUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,6.3481e-05,6.3481e-05,0.000172,118716066,7542743.969376,-1.95,7.2077e-05,6.0977e-05,8410632.463102,62.43,61.79,53.48,47.57,61.65,72.98,7558866.610591999,-0.213
RAYUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.75,0.75,0.000516,3518065,2640307.7824999997,2.15,0.7847,0.7301,8073846.9152,52.89,47.95,50.05,52.15,56.06,67.04,2668886.0719999997,-1.071
SUIUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.9266,0.9266,-8e-06,84180320,78018320.57599999,0.22,0.936,0.913,7492209.314,62.84,58.1,59.05,50.78,44.85,47.3,78194301.36,-0.225
OPGUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.2897,0.2897,0.000108,608162,1764521.2268,6.15,0.29636,0.26095,7300771.7852,54.2,58.26,62.25,61.04,71.11,,1876790.8998,-5.982
CAKEUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,1.498,1.498,0.000121,2067208,3096677.584,-0.04,1.5086,1.4762,6974361.3988,45.82,57.62,60.98,51.1,45.38,49.71,3124032.562,-0.876
FLOKIUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,3.2061e-05,3.2061e-05,0.000518,1764357,5658822.2061,0.9199999999999999,3.2548e-05,3.1561e-05,6909896.6594,51.43,52.79,54.98,50.79,46.78,55.63,5661596.5206,-0.049
AVNTUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.15569,0.15569,-0.000239,2508403,3916118.7636,1.02,0.16164,0.15147,6862194.149,69.43,55.34,52.91,50.79,52.74,55.02,3896521.02,0.503
ETHFIUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.4299,0.4299,-0.000265,3297063,1416418.2648,0.6,0.4355,0.4195,6856987.654,39.49,43.9,53.56,50.64,42.89,41.88,1413222.4704,0.226
GALAUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.003291,0.003291,-0.000107,1055186922,3472620.160302,0.15,0.003355,0.00325,6776595.938772,60.56,57.55,52.66,46.59,44.88,52.46,3481385.827659,-0.252
CATIUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.04675,0.04675,0.000667,9016931,421541.52425,0.9900000000000001,0.04708,0.04556,6634782.69406,49.01,53.03,56.65,55.81,51.29,47.78,415451.355,1.466
PAXGUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,4589.23,4589.23,2.1e-05,10965554,50342310.1363,-1.79,4691.6,4551.55,6187941.5844,62.84,52.1,52.0,36.76,34.09,39.85,50226971.69945,0.23
PNUTUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.05539,0.05539,0.000107,133142593,7370773.94848,4.03,0.05744,0.05302,6078559.47584,60.73,56.17,52.27,53.76,54.77,56.53,7352732.17984,0.245
DAMUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.02806,0.02806,-0.004034,1203579,327614.2038,-44.92,0.06169,0.025,5915880.9084,48.76,52.78,32.18,33.12,43.5,43.57,769513.7552,-57.426
JELLYJELLYUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.05106,0.05106,0.000383,3185400,16261467.0,1.4500000000000002,0.054341,0.050263,5869395.0296,40.83,31.04,36.91,46.49,59.82,57.73,16272258.969999999,-0.066
WLDUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.2516,0.2516,-0.000587,36125523,9096406.6914,0.43,0.2548,0.2482,5779589.9624,44.85,46.04,51.87,48.88,42.26,39.53,9032278.771000002,0.71
PUMPUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.001819,0.001819,-9.7e-05,2580679,4689093.743,4.66,0.00182,0.001734,5759348.294,68.46,74.25,74.78,67.67,57.66,49.68,4685775.901000001,0.071
JASMYUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.005931,0.005931,1.6e-05,44180310,2620775.9891999997,1.59,0.006013,0.005826,5503492.52514,53.71,40.9,47.02,51.74,56.57,61.61,2594580.33652,1.01
CLUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,99.588,99.588,-0.000692,6563966,6539285.48784,2.97,101.763,96.204,5411673.2542,56.04,45.34,48.32,59.39,64.68,56.13,6672035.464079999,-1.99
HAEDALUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.03231,0.03231,-4.2e-05,2109459,680933.3652000001,1.06,0.03415,0.03145,5390576.6008,36.09,38.78,40.12,41.09,41.87,52.28,687268.638,-0.922
SPXUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.3616,0.3616,-0.000294,24859176,8981620.288800001,-3.26,0.3801,0.3542,5276381.3568,44.58,53.76,51.59,35.36,41.66,54.38,9022582.315,-0.454
LINKUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,9.274,9.274,-1.6e-05,27475935,25472939.3385,0.62,9.334,9.147,5003951.9414,54.87,58.2,60.4,52.22,46.5,51.32,25279776.199300006,0.764
