symbol,scan_time,price,price_change_pct_24h,high_24h,low_24h,volume_24h,rsi_1m,rsi_5m,rsi_15m,rsi_1h,rsi_4h,rsi_1d,oi_contracts,funding_rate
SOONUSDT,2026-05-03T07:11:12.327321+00:00,0.17121,1.11,0.1835,0.16873,9978766.8843,41.86,41.91,37.91,41.81,47.73,51.81,4083805.18689,0.000562
HUSDT,2026-05-03T07:11:12.327321+00:00,0.18933,-0.9400000000000001,0.19436,0.1858,9655307.4138,39.28,39.0,45.25,45.38,58.82,68.33,12434982.3504,0.000653
INJUSDT,2026-05-03T07:11:12.327321+00:00,3.743,-0.8699999999999999,3.897,3.711,9649296.442,53.46,52.55,47.27,46.27,58.0,61.21,6843079.862,0.000349
CUSDT,2026-05-03T07:11:12.327321+00:00,0.07886,2.9899999999999998,0.08198,0.07498,9551434.1866,56.91,59.19,50.31,51.76,54.23,51.29,4523997.107,0.000804
RAYUSDT,2026-05-03T07:11:12.327321+00:00,0.8263,1.47,0.8511,0.8079,9387463.2142,69.08,65.08,60.91,49.33,54.82,61.08,2159068.1905,1.4e-05
TONUSDT,2026-05-03T07:11:12.327321+00:00,1.3423,1.29,1.3506,1.3223,9255800.7126,57.74,68.16,59.14,54.75,53.06,48.73,30834937.0714,8.9e-05
CROSSUSDT,2026-05-03T07:11:12.327321+00:00,0.10494,1.52,0.11014,0.10259,9186240.3538,62.13,56.94,49.72,45.12,47.68,55.71,668362.86,-0.000516
FETUSDT,2026-05-03T07:11:12.327321+00:00,0.207,4.12,0.2095,0.1982,8747468.182,63.84,72.42,64.94,61.96,59.08,40.89,10224351.0,-0.000615
MOODENGUSDT,2026-05-03T07:11:12.327321+00:00,0.05904,-2.67,0.06298,0.05842,8746266.953,51.81,55.76,39.63,29.92,42.83,54.14,3317563.872,-0.001041
SUIUSDT,2026-05-03T07:11:12.327321+00:00,0.9178,-0.22,0.9338,0.9116,8578759.968,51.07,58.03,50.16,42.45,44.28,43.92,78007748.3484,2e-06
BNBUSDT,2026-05-03T07:11:12.327321+00:00,617.98,0.3,621.71,614.71,8404920.8248,61.1,68.4,59.62,51.31,43.31,42.59,26444000.7194,2.3e-05
VELVETUSDT,2026-05-03T07:11:12.327321+00:00,0.10338,2.4,0.10775,0.09412,8362094.5746,47.02,39.34,52.02,53.8,48.92,53.38,1548245.7588,0.000491
LINKUSDT,2026-05-03T07:11:12.327321+00:00,9.114,0.16,9.253,9.069,8185587.218,66.47,63.87,53.4,45.21,42.74,45.15,29020220.972400002,0.000125
TIAUSDT,2026-05-03T07:11:12.327321+00:00,0.3509,1.09,0.3628,0.3458,8035418.8528,51.87,55.95,50.23,41.48,43.84,48.84,3634786.7720999997,-0.000245
ONDOUSDT,2026-05-03T07:11:12.327321+00:00,0.2779,2.46,0.2902,0.2695,7773732.098,54.87,54.29,44.82,46.43,56.3,58.29,5898991.636999999,-0.000181
HBARUSDT,2026-05-03T07:11:12.327321+00:00,0.08807,0.09,0.08918,0.08765,7669591.443,53.03,61.21,54.19,45.66,41.46,43.39,11270705.408,-0.000129
ORDIUSDT,2026-05-03T07:11:12.327321+00:00,5.1997,13.750000000000002,6.43,4.5321,7506740.54458,49.8,47.99,40.3,48.0,57.62,55.96,8286708.333090001,-0.000334
CHIPUSDT,2026-05-03T07:11:12.327321+00:00,0.06036,-10.02,0.06906,0.05925,6964791.662,51.89,71.75,54.54,31.88,34.32,46.57,6386480.34,-0.00146
WIFUSDT,2026-05-03T07:11:12.327321+00:00,0.187,0.05,0.1949,0.1854,6931103.586,42.1,51.35,52.63,43.24,49.13,46.48,13401815.02,0.000245
ZBTUSDT,2026-05-03T07:11:12.327321+00:00,0.18436,-3.25,0.20742,0.18201,6912037.3062,53.33,53.0,41.66,39.28,45.62,59.26,8221368.276,0.000141
BUSDT,2026-05-03T07:11:12.327321+00:00,0.38804,12.709999999999999,0.4906,0.30567,6854999.8616,62.95,51.62,54.17,55.6,84.21,87.08,4117946.4468,0.001491
XMRUSDT,2026-05-03T07:11:12.327321+00:00,387.23,-0.06999999999999999,388.89,382.08,6435790.614,44.51,46.02,56.12,55.99,57.68,58.83,28233237.467100002,0.0004
PNUTUSDT,2026-05-03T07:11:12.327321+00:00,0.058,4.64,0.0651,0.05505,6306984.68056,58.63,56.92,40.51,44.58,52.63,53.39,6066327.358,-9e-05
ETHFIUSDT,2026-05-03T07:11:12.327321+00:00,0.4134,0.51,0.4212,0.4093,6247355.3162,52.9,52.88,45.58,44.78,43.21,36.49,1496596.0542,-1.7e-05
IRYSUSDT,2026-05-03T07:11:12.327321+00:00,0.041005,-5.54,0.044725,0.040434,5916831.434,33.38,45.4,48.11,40.84,56.3,62.57,2298682.893,0.000623
FARTCOINUSDT,2026-05-03T07:11:12.327321+00:00,0.2039,-0.63,0.211,0.2019,5628850.9056,58.48,53.16,45.4,41.49,47.74,50.6,9233299.533,0.000352
ZKUSDT,2026-05-03T07:11:12.327321+00:00,0.01638,6.64,0.0181,0.0153,5414115.5202,43.87,42.76,41.73,51.06,56.24,52.41,1901593.3482,-0.000173
FHEUSDT,2026-05-03T07:11:12.327321+00:00,0.0228,26.009999999999998,0.02703,0.01817,5297406.286,45.54,57.97,53.17,56.83,63.16,61.28,1913414.76,0.001107
WLDUSDT,2026-05-03T07:11:12.327321+00:00,0.2389,1.52,0.2449,0.2336,5156823.6802,51.99,54.7,48.5,45.14,39.02,33.38,9678661.7716,-8e-06
AGTUSDT,2026-05-03T07:11:12.327321+00:00,0.017513,1.68,0.018782,0.017205,5144958.9498,22.82,34.72,43.21,44.18,47.37,52.09,1561320.7273000001,0.001302
TRADOORUSDT,2026-05-03T07:11:12.327321+00:00,0.786,8.36,0.835,0.705,5002207.828,39.97,39.7,51.47,59.5,36.93,35.3,2262691.998,-0.000661
